id,market_cap,total_volume,current_price,price_change_percentage_24h,price_change_percentage_7d_in_currency,popularity_score,trend_score,developer_activity_score,social_engagement_score,category_aave tokens,category_analytics,category_arbitrum ecosystem,category_artificial intelligence (ai),category_avalanche ecosystem,category_base ecosystem,category_big data,category_binance launchpool,category_bnb chain ecosystem,category_brc-20,category_bridged usdc,category_bridged usdt,category_bridged wbtc,category_bridged weth,category_bridged-tokens,category_centralized exchange (cex) token,category_communication,category_cosmos ecosystem,category_cronos ecosystem,category_crypto-backed tokens,category_decentralized exchange (dex),category_decentralized finance (defi),category_e-commerce,category_education,category_energy,category_entertainment,category_ethereum ecosystem,category_exchange-based tokens,category_fantom ecosystem,category_flare network ecosystem,category_ftx holdings,category_gambling (gamblefi),category_gaming (gamefi),category_healthcare,category_hyperliquid ecosystem,category_index,category_infrastructure,category_injective ecosystem,category_internet of things (iot),category_launchpad,category_layer 1 (l1),category_legal,category_linea ecosystem,category_liquid staking tokens,category_lp tokens,category_mantle ecosystem,category_meme,category_music,category_near protocol ecosystem,category_nft,category_optimism ecosystem,category_oracle,category_polygon ecosystem,category_privacy coins,category_real world assets (rwa),category_retail,category_ronin ecosystem,category_scroll ecosystem,category_smart contract platform,category_socialfi,category_software as a service,category_solana ecosystem,category_sports,category_stablecoins,category_starknet ecosystem,category_storage,category_sui ecosystem,category_synthetic asset,category_terra ecosystem,category_tokenized assets,category_tokenized btc,category_unknown,category_wrapped-tokens,category_xdc ecosystem,category_yield farming,category_yield-bearing tokens,category_zksync ecosystem,chain_abstract,chain_aelf,chain_akash,chain_apechain,chain_aptos,chain_arbitrum-one,chain_avalanche,chain_base,chain_berachain,chain_binance-smart-chain,chain_bitlayer,chain_bittensor,chain_blast,chain_bob-network,chain_cardano,chain_celo,chain_core,chain_corn,chain_cosmos,chain_cronos,chain_cronos-zkevm,chain_eni,chain_ethereum,chain_flare-network,chain_fraxtal,chain_hedera-hashgraph,chain_hemi,chain_hydration,chain_hyperevm,chain_hyperliquid,chain_injective,chain_ink,chain_internet-computer,chain_iota,chain_katana,chain_klay-token,chain_linea,chain_manta-pacific,chain_mantle,chain_mantra-evm,chain_map-protocol,chain_merlin-chain,chain_metal-l2,chain_mezo,chain_monad,chain_near-protocol,chain_neo,chain_noble,chain_ontology,chain_opbnb,chain_optimistic-ethereum,chain_ordinals,chain_osmosis,chain_plasma,chain_polygon-pos,chain_provenance,chain_pulsechain,chain_ql1,chain_ronin,chain_rootstock,chain_saakuru,chain_scroll,chain_secret,chain_sei-v2,chain_smartbch,chain_solana,chain_stable,chain_stacks,chain_starknet,chain_stellar,chain_story,chain_sui,chain_terra,chain_terra-2,chain_the-open-network,chain_thorchain,chain_tron,chain_unknown,chain_vechain,chain_wax,chain_xdai,chain_xdc-network,chain_xrp,chain_zano,chain_zedxion,chain_zksync
zebec-network,0.0001227262963747983,0.0001061074350936518,2.232360932735455e-08,0.44044120456966523,0.12770973093738344,0.8218218218218217,0.2474664062694493,0.0,0.6272784412319294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ape-and-pepe,0.00012200531719624874,0.0002984633772245782,1.0390204416905362e-11,0.47932652044707347,0.15412032040177406,0.9389389389389389,0.3470555442287811,0.0,0.9000628535512256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hastra-prime,0.0001218014181504704,1.1595911193238228e-06,1.0333968585530741e-05,0.4866563130432875,0.17244430598250182,0.11611611611611612,0.3919465629317594,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
golem,0.00012152959568315837,0.00018600491319891688,2.1757793740308493e-06,0.5052508082046593,0.1526875615243794,0.6536536536536537,0.3487384918399573,0.7297809542075459,0.2916404776869893,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ibc-bridged-usdc,0.00012071589661977597,6.7369122526258496e-06,1.0221864389776432e-05,0.4911751368734072,0.173568142920349,0.36836836836836834,0.397018321703629,0.9826009050369872,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
humanity,0.00012006672095634027,0.00036187008596435947,1.1707550678029468e-06,0.5319035935900019,0.11353320768258102,0.928928928928929,0.2750001259037614,0.4186578783908264,0.7391577624135762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chain-2,0.00011944812986145526,7.796087087046197e-05,5.767760380367526e-08,0.502426822250577,0.14963087735341807,0.8238238238238238,0.3937370999921437,0.0,0.6725329981143934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
polygon-pos-bridged-weth-polygon-pos,0.00011792607986332535,0.00010030407347782838,0.023387075405353782,0.4719246684173545,0.1259748216653366,0.2912912912912913,0.25295931532270766,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spiko-us-t-bills-money-market-fund,0.00011704039276254523,5.212947089867336e-10,1.0935254726394762e-05,0.48695645220632505,0.17271907778383475,0.3103103103103103,0.3922629239093929,0.5988541513770219,0.26398491514770583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
blockchain-capital,0.00011628160829968401,0.0,0.00022879447223910946,0.4783953266063605,0.1706054122581342,0.013013013013013013,0.3766505963486584,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
